key,ideaA,ideaB,persona,relatedness,generality,model
"('daoism', 'philosophyofreligion')",daoism,philosophy of religion,expert,3,0,gpt-4o
"('daoism', 'philosophyofreligion')",daoism,philosophy of religion,phd,3,0,gpt-4o
"('epistemology', 'evolutionaryepistemology')",evolutionary epistemology,epistemology,expert,3,0,gpt-4o
"('epistemology', 'evolutionaryepistemology')",evolutionary epistemology,epistemology,phd,3,0,gpt-4o
"('causationinthelaw', 'philosophyoflaw')",causation in the law,philosophy of law,novice,3,0,gpt-4o
"('causationinthelaw', 'philosophyoflaw')",causation in the law,philosophy of law,phd,3,0,gpt-4o
"('philosophyofmind', 'problemofperception')",problem of perception,philosophy of mind,expert,3,0,gpt-4o
"('philosophyofmind', 'problemofperception')",problem of perception,philosophy of mind,phd,3,0,gpt-4o
"('consciousnessandpsychology', 'philosophyofmind')",consciousness and psychology,philosophy of mind,expert,3,0,gpt-4o
"('consciousnessandpsychology', 'philosophyofmind')",consciousness and psychology,philosophy of mind,phd,3,0,gpt-4o
"('body', 'perception')",body,perception,expert,2,1,gpt-4o
"('body', 'perception')",body,perception,phd,2,3,gpt-4o
"('metaphysics', 'singularpropositions')",singular propositions,metaphysics,expert,2,0,gpt-4o
"('metaphysics', 'singularpropositions')",singular propositions,metaphysics,phd,3,0,gpt-4o
"('philosophyofmind', 'philosophyofphysics')",philosophy of physics,philosophy of mind,expert,1,3,gpt-4o
"('philosophyofmind', 'philosophyofphysics')",philosophy of physics,philosophy of mind,phd,1,3,gpt-4o
"('aposterioriknowledge', 'perception')",a posteriori knowledge,perception,expert,3,0,gpt-4o
"('aposterioriknowledge', 'perception')",a posteriori knowledge,perception,phd,3,1,gpt-4o
"('emotionsinthechristiantradition', 'philosophyofreligion')",emotions in the christian tradition,philosophy of religion,expert,3,0,gpt-4o
"('emotionsinthechristiantradition', 'philosophyofreligion')",emotions in the christian tradition,philosophy of religion,phd,3,0,gpt-4o
"('consciousnessandintentionality', 'intentionality')",consciousness and intentionality,intentionality,expert,3,1,gpt-4o
"('consciousnessandintentionality', 'intentionality')",consciousness and intentionality,intentionality,phd,3,1,gpt-4o
"('perception', 'phenomenologicalapproachestoselfconsciousness')",phenomenological approaches to self-consciousness,perception,expert,3,0,gpt-4o
"('perception', 'phenomenologicalapproachestoselfconsciousness')",phenomenological approaches to self-consciousness,perception,phd,3,0,gpt-4o
"('antirealism', 'epistemology')",anti-realism,epistemology,expert,3,0,gpt-4o
"('antirealism', 'epistemology')",anti-realism,epistemology,phd,3,0,gpt-4o
"('experienceandperceptionoftime', 'perception')",experience and perception of time,perception,expert,3,0,gpt-4o
"('experienceandperceptionoftime', 'perception')",experience and perception of time,perception,phd,3,0,gpt-4o
"('scientificmethodology', 'thescientificmethod')",the scientific method,scientific methodology,novice,4,0,gpt-4o
"('scientificmethodology', 'thescientificmethod')",the scientific method,scientific methodology,phd,4,0,gpt-4o
"('mentalcontent', 'nonconceptualmentalcontent')",nonconceptual mental content,mental content,expert,4,0,gpt-4o
"('mentalcontent', 'nonconceptualmentalcontent')",nonconceptual mental content,mental content,phd,4,0,gpt-4o
"('epistemology', 'philosophyofphysics')",philosophy of physics,epistemology,expert,3,0,gpt-4o
"('epistemology', 'philosophyofphysics')",philosophy of physics,epistemology,phd,3,0,gpt-4o
"('metaphysics', 'peripatetic')",peripatetic,metaphysics,expert,1,0,gpt-4o
"('metaphysics', 'peripatetic')",peripatetic,metaphysics,phd,2,0,gpt-4o
"('expressionism', 'perception')",expressionism,perception,expert,2,0,gpt-4o
"('expressionism', 'perception')",expressionism,perception,phd,1,0,gpt-4o
"('philosophiesoftheparticularsciences', 'philosophyofmind')",philosophies of the particular sciences,philosophy of mind,expert,3,1,gpt-4o
"('philosophiesoftheparticularsciences', 'philosophyofmind')",philosophies of the particular sciences,philosophy of mind,phd,3,1,gpt-4o
"('africanamericanphilosophy', 'africanandafricanamericanphilosophy')",african american philosophy,african and african-american philosophy,course_taker,3,0,gpt-4o
"('africanamericanphilosophy', 'africanandafricanamericanphilosophy')",african american philosophy,african and african-american philosophy,phd,3,0,gpt-4o
"('philosophyofmind', 'scottishphilosophyinthe19thcentury')",scottish philosophy in the 19th century,philosophy of mind,expert,1,0,gpt-4o
"('philosophyofmind', 'scottishphilosophyinthe19thcentury')",scottish philosophy in the 19th century,philosophy of mind,phd,2,0,gpt-4o
"('aristotleandmathematics', 'metaphysics')",aristotle and mathematics,metaphysics,expert,2,0,gpt-4o
"('aristotleandmathematics', 'metaphysics')",aristotle and mathematics,metaphysics,phd,3,0,gpt-4o
"('epistemology', 'logicandlanguage')",logic and language,epistemology,expert,3,3,gpt-4o
"('epistemology', 'logicandlanguage')",logic and language,epistemology,phd,2,3,gpt-4o
"('idealism', 'modernism')",modernism,idealism,course_taker,1,3,gpt-4o
"('idealism', 'modernism')",modernism,idealism,expert,2,3,gpt-4o
"('epistemology', 'philosophyofchemistry')",philosophy of chemistry,epistemology,expert,3,0,gpt-4o
"('epistemology', 'philosophyofchemistry')",philosophy of chemistry,epistemology,phd,3,0,gpt-4o
"('africanandafricanamericanphilosophy', 'humanrights')",human rights,african and african-american philosophy,course_taker,2,1,gpt-4o
"('africanandafricanamericanphilosophy', 'humanrights')",human rights,african and african-american philosophy,phd,2,1,gpt-4o
"('logic', 'modallogic')",logic,modal logic,course_taker,4,1,gpt-4o
"('logic', 'modallogic')",logic,modal logic,phd,4,1,gpt-4o
"('epistemology', 'platoonutopia')",plato on utopia,epistemology,expert,1,3,gpt-4o
"('epistemology', 'platoonutopia')",plato on utopia,epistemology,phd,1,3,gpt-4o
"('introspection', 'perception')",introspection,perception,expert,2,0,gpt-4o
"('introspection', 'perception')",introspection,perception,phd,3,0,gpt-4o
"('philosophyofreligion', 'transcendentalism')",transcendentalism,philosophy of religion,expert,3,0,gpt-4o
"('philosophyofreligion', 'transcendentalism')",transcendentalism,philosophy of religion,phd,3,0,gpt-4o
"('connectionistmodel', 'perception')",connectionist model,perception,expert,2,0,gpt-4o
"('connectionistmodel', 'perception')",connectionist model,perception,phd,2,0,gpt-4o
"('philosophyofcomputerscience', 'philosophyoflanguage')",philosophy of computer science,philosophy of language,course_taker,1,3,gpt-4o
"('philosophyofcomputerscience', 'philosophyoflanguage')",philosophy of computer science,philosophy of language,expert,2,3,gpt-4o
"('atonement', 'philosophyofreligion')",atonement,philosophy of religion,expert,3,0,gpt-4o
"('atonement', 'philosophyofreligion')",atonement,philosophy of religion,phd,3,0,gpt-4o
"('cosmologicalargument', 'philosophyofreligion')",cosmological argument,philosophy of religion,expert,3,0,gpt-4o
"('cosmologicalargument', 'philosophyofreligion')",cosmological argument,philosophy of religion,phd,4,0,gpt-4o
"('epistemology', 'internalismandexternalism')",internalism and externalism,epistemology,expert,4,0,gpt-4o
"('epistemology', 'internalismandexternalism')",internalism and externalism,epistemology,phd,4,0,gpt-4o
"('historyoflogic', 'informallogic')",informal logic,history of logic,novice,2,0,gpt-4o
"('historyoflogic', 'informallogic')",informal logic,history of logic,phd,2,0,gpt-4o
"('metaphysics', 'socialphilosophyandpoliticalphilosophy')",social philosophy and political philosophy,metaphysics,expert,1,3,gpt-4o
"('metaphysics', 'socialphilosophyandpoliticalphilosophy')",social philosophy and political philosophy,metaphysics,phd,1,3,gpt-4o
"('medievalpoliticalphilosophy', 'socialandpoliticalphilosophy')",medieval political philosophy,social and political philosophy,expert,3,0,gpt-4o
"('medievalpoliticalphilosophy', 'socialandpoliticalphilosophy')",medieval political philosophy,social and political philosophy,phd,3,0,gpt-4o
"('determinatesvsdeterminables', 'historyoflogic')",determinates vs. determinables,history of logic,novice,1,0,gpt-4o
"('determinatesvsdeterminables', 'historyoflogic')",determinates vs. determinables,history of logic,phd,1,0,gpt-4o
"('epistemology', 'optimism')",optimism,epistemology,expert,1,3,gpt-4o
"('epistemology', 'optimism')",optimism,epistemology,phd,1,0,gpt-4o
"('phenomenologyofreligion', 'philosophyofreligion')",phenomenology of religion,philosophy of religion,expert,3,0,gpt-4o
"('phenomenologyofreligion', 'philosophyofreligion')",phenomenology of religion,philosophy of religion,phd,3,0,gpt-4o
"('metaphysics', 'philosophyofspaceandtime')",philosophy of space and time,metaphysics,expert,3,0,gpt-4o
"('metaphysics', 'philosophyofspaceandtime')",philosophy of space and time,metaphysics,phd,3,0,gpt-4o
"('epistemology', 'philosophyoflogic')",philosophy of logic,epistemology,expert,2,3,gpt-4o
"('epistemology', 'philosophyoflogic')",philosophy of logic,epistemology,phd,2,3,gpt-4o
"('existence', 'perception')",existence,perception,expert,2,1,gpt-4o
"('existence', 'perception')",existence,perception,phd,2,1,gpt-4o
"('computationandrepresentation', 'perception')",computation and representation,perception,expert,2,3,gpt-4o
"('computationandrepresentation', 'perception')",computation and representation,perception,phd,2,3,gpt-4o
"('ancientphilosophyaristotle', 'philosophyofmind')",ancient philosophy (aristotle),philosophy of mind,expert,3,0,gpt-4o
"('ancientphilosophyaristotle', 'philosophyofmind')",ancient philosophy (aristotle),philosophy of mind,phd,3,0,gpt-4o
"('philosophyofmind', 'virtuesandvices')",virtues and vices,philosophy of mind,expert,1,0,gpt-4o
"('philosophyofmind', 'virtuesandvices')",virtues and vices,philosophy of mind,phd,1,0,gpt-4o
"('epistemology', 'ideas')",ideas,epistemology,expert,3,1,gpt-4o
"('epistemology', 'ideas')",ideas,epistemology,phd,3,0,gpt-4o
"('identitytheoryoftruth', 'metaphysics')",identity theory of truth,metaphysics,expert,3,0,gpt-4o
"('identitytheoryoftruth', 'metaphysics')",identity theory of truth,metaphysics,phd,2,0,gpt-4o
"('abstractobject', 'metaphysics')",abstract object,metaphysics,expert,3,0,gpt-4o
"('abstractobject', 'metaphysics')",abstract object,metaphysics,phd,3,0,gpt-4o
"('internalism', 'philosophyofmind')",internalism,philosophy of mind,expert,3,0,gpt-4o
"('internalism', 'philosophyofmind')",internalism,philosophy of mind,phd,3,0,gpt-4o
"('artificialintelligence', 'distributedrepresentation')",distributed representation,artificial intelligence,expert,3,0,gpt-4o
"('artificialintelligence', 'distributedrepresentation')",distributed representation,artificial intelligence,phd,3,0,gpt-4o
"('consciousness', 'philosophyofmind')",consciousness,philosophy of mind,expert,4,0,gpt-4o
"('consciousness', 'philosophyofmind')",consciousness,philosophy of mind,phd,4,0,gpt-4o
"('epistemology', 'inductivelogicanddecisiontheory')",inductive logic and decision theory,epistemology,expert,3,0,gpt-4o
"('epistemology', 'inductivelogicanddecisiontheory')",inductive logic and decision theory,epistemology,phd,3,0,gpt-4o
"('folkpsychology', 'inputunit')",input unit,folk psychology,expert,0,-1,gpt-4o
"('folkpsychology', 'inputunit')",input unit,folk psychology,phd,0,-1,gpt-4o
"('dualismandmetaphysicsofmind', 'philosophyofmind')",dualism and metaphysics of mind,philosophy of mind,expert,4,0,gpt-4o
"('dualismandmetaphysicsofmind', 'philosophyofmind')",dualism and metaphysics of mind,philosophy of mind,phd,4,0,gpt-4o
"('philosophyofphysics', 'philosophyofscienceandthesciences')",philosophy of physics,philosophy of science and the sciences,expert,3,0,gpt-4o
"('philosophyofphysics', 'philosophyofscienceandthesciences')",philosophy of physics,philosophy of science and the sciences,phd,3,0,gpt-4o
"('mentalimagery', 'perception')",mental imagery,perception,expert,3,0,gpt-4o
"('mentalimagery', 'perception')",mental imagery,perception,phd,3,0,gpt-4o
"('afterlife', 'heavenandhell')",heaven and hell,afterlife,expert,4,0,gpt-4o
"('afterlife', 'heavenandhell')",heaven and hell,afterlife,phd,4,0,gpt-4o
"('divinerevelation', 'philosophyofreligion')",divine revelation,philosophy of religion,expert,3,0,gpt-4o
"('divinerevelation', 'philosophyofreligion')",divine revelation,philosophy of religion,phd,3,0,gpt-4o
"('mind', 'philosophyofmind')",mind,philosophy of mind,expert,4,1,gpt-4o
"('mind', 'philosophyofmind')",mind,philosophy of mind,phd,4,1,gpt-4o
"('folkpsychology', 'simulationtheory')",simulation theory,folk psychology,expert,1,3,gpt-4o
"('folkpsychology', 'simulationtheory')",simulation theory,folk psychology,phd,1,3,gpt-4o
"('existence', 'existentialism')",existentialism,existence,course_taker,3,0,gpt-4o
"('existence', 'existentialism')",existentialism,existence,phd,3,0,gpt-4o
"('interpretationsofprobability', 'philosophyofscienceandthesciences')",interpretations of probability,philosophy of science and the sciences,expert,3,0,gpt-4o
"('interpretationsofprobability', 'philosophyofscienceandthesciences')",interpretations of probability,philosophy of science and the sciences,phd,3,0,gpt-4o
"('deontology', 'ethics')",ethics,deontology,novice,3,1,gpt-4o
"('deontology', 'ethics')",ethics,deontology,phd,4,1,gpt-4o
"('logic', 'logicandlanguage')",logic,logic and language,course_taker,3,1,gpt-4o
"('logic', 'logicandlanguage')",logic,logic and language,phd,3,1,gpt-4o
"('constructivemathematics', 'philosophyofscienceandthesciences')",constructive mathematics,philosophy of science and the sciences,expert,2,0,gpt-4o
"('constructivemathematics', 'philosophyofscienceandthesciences')",constructive mathematics,philosophy of science and the sciences,phd,2,0,gpt-4o
"('philosophyofmind', 'unityofconsciousness')",unity of consciousness,philosophy of mind,expert,3,0,gpt-4o
"('philosophyofmind', 'unityofconsciousness')",unity of consciousness,philosophy of mind,phd,3,0,gpt-4o
"('otherminds', 'philosophyofmind')",other minds,philosophy of mind,expert,3,0,gpt-4o
"('otherminds', 'philosophyofmind')",other minds,philosophy of mind,phd,3,0,gpt-4o
"('perception', 'psychologicaltheory')",psychological theory,perception,expert,3,1,gpt-4o
"('perception', 'psychologicaltheory')",psychological theory,perception,phd,3,1,gpt-4o
"('knowledgeargument', 'physicalism')",knowledge argument,physicalism,expert,3,0,gpt-4o
"('knowledgeargument', 'physicalism')",knowledge argument,physicalism,phd,4,0,gpt-4o
"('epistemology', 'moralepistemology')",moral epistemology,epistemology,expert,3,0,gpt-4o
"('epistemology', 'moralepistemology')",moral epistemology,epistemology,phd,3,0,gpt-4o
"('epistemology', 'externalism')",externalism,epistemology,expert,3,0,gpt-4o
"('epistemology', 'externalism')",externalism,epistemology,phd,3,0,gpt-4o
"('epistemology', 'realismandantirealism')",realism and anti-realism,epistemology,expert,3,0,gpt-4o
"('epistemology', 'realismandantirealism')",realism and anti-realism,epistemology,phd,3,0,gpt-4o
"('object', 'perception')",object,perception,expert,2,1,gpt-4o
"('object', 'perception')",object,perception,phd,2,1,gpt-4o
"('artificialintelligence', 'logicandlanguage')",logic and language,artificial intelligence,expert,3,1,gpt-4o
"('artificialintelligence', 'logicandlanguage')",logic and language,artificial intelligence,phd,2,1,gpt-4o
"('animalcognition', 'folkpsychology')",animal cognition,folk psychology,expert,2,0,gpt-4o
"('animalcognition', 'folkpsychology')",animal cognition,folk psychology,phd,2,0,gpt-4o
"('metaphysics', 'sophists')",sophists,metaphysics,expert,1,0,gpt-4o
"('metaphysics', 'sophists')",sophists,metaphysics,phd,2,0,gpt-4o
"('fideism', 'philosophyofreligion')",fideism,philosophy of religion,expert,3,0,gpt-4o
"('fideism', 'philosophyofreligion')",fideism,philosophy of religion,phd,3,0,gpt-4o
