key,ideaA,ideaB,relatedness,generality,persona
"('animalconsciousness', 'philosophyofmind')",animal consciousness,philosophy of mind,4,-1,expert
"('animalconsciousness', 'philosophyofmind')",animal consciousness,philosophy of mind,3,0,expert
"('animalconsciousness', 'philosophyofmind')",animal consciousness,philosophy of mind,4,0,expert
"('animalconsciousness', 'philosophyofmind')",animal consciousness,philosophy of mind,3,0,expert
"('philosophyofmind', 'teleologicalargumentsforgodsexistence')",teleological arguments for god's existence,philosophy of mind,0,-1,phd
"('philosophyofmind', 'teleologicalargumentsforgodsexistence')",teleological arguments for god's existence,philosophy of mind,1,-1,expert
"('philosophyofmind', 'teleologicalargumentsforgodsexistence')",teleological arguments for god's existence,philosophy of mind,0,-1,expert
"('philosophyofmind', 'teleologicalargumentsforgodsexistence')",teleological arguments for god's existence,philosophy of mind,1,3,expert
"('christiantheology', 'philosophyofreligion')",christian theology,philosophy of religion,4,0,phd
"('christiantheology', 'philosophyofreligion')",christian theology,philosophy of religion,4,0,phd
"('christiantheology', 'philosophyofreligion')",christian theology,philosophy of religion,4,0,phd
"('christiantheology', 'philosophyofreligion')",christian theology,philosophy of religion,4,0,expert
"('christiantheology', 'philosophyofreligion')",christian theology,philosophy of religion,4,0,expert
"('historicisttheoriesofrationality', 'philosophyofscienceandthesciences')",historicist theories of rationality,philosophy of science and the sciences,2,0,phd
"('historicisttheoriesofrationality', 'philosophyofscienceandthesciences')",historicist theories of rationality,philosophy of science and the sciences,3,0,expert
"('explanation', 'philosophyofscienceandthesciences')",explanation,philosophy of science and the sciences,4,-1,phd
"('explanation', 'philosophyofscienceandthesciences')",explanation,philosophy of science and the sciences,4,0,phd
"('explanation', 'philosophyofscienceandthesciences')",explanation,philosophy of science and the sciences,3,0,phd
"('explanation', 'philosophyofscienceandthesciences')",explanation,philosophy of science and the sciences,4,0,expert
"('modernphilosophy', 'perception')",modern philosophy,perception,2,1,phd
"('modernphilosophy', 'perception')",modern philosophy,perception,4,1,expert
"('culture', 'philosophyofreligion')",culture,philosophy of religion,0,-1,phd
"('culture', 'philosophyofreligion')",culture,philosophy of religion,3,2,phd
"('culture', 'philosophyofreligion')",culture,philosophy of religion,4,1,expert
"('mentalcontent', 'mentalrepresentation')",mental representation,mental content,4,0,phd
"('mentalcontent', 'mentalrepresentation')",mental representation,mental content,4,2,expert
"('cognitivescience', 'connectionistmodel')",connectionist model,cognitive science,4,0,phd
"('cognitivescience', 'connectionistmodel')",connectionist model,cognitive science,3,0,phd
"('cognitivescience', 'connectionistmodel')",connectionist model,cognitive science,4,-1,expert
"('epistemology', 'philosophyofmind')",philosophy of mind,epistemology,2,2,phd
"('epistemology', 'philosophyofmind')",philosophy of mind,epistemology,3,2,expert
"('conservationbiology', 'philosophyofscienceandthesciences')",conservation biology,philosophy of science and the sciences,3,-1,phd
"('conservationbiology', 'philosophyofscienceandthesciences')",conservation biology,philosophy of science and the sciences,3,0,phd
"('conservationbiology', 'philosophyofscienceandthesciences')",conservation biology,philosophy of science and the sciences,1,0,expert
"('coherentisttheoriesofjustification', 'epistemology')",coherentist theories of justification,epistemology,3,-1,phd
"('coherentisttheoriesofjustification', 'epistemology')",coherentist theories of justification,epistemology,4,0,phd
"('coherentisttheoriesofjustification', 'epistemology')",coherentist theories of justification,epistemology,4,0,expert
"('eliminativematerialism', 'philosophyofscienceandthesciences')",eliminative materialism,philosophy of science and the sciences,4,-1,phd
"('eliminativematerialism', 'philosophyofscienceandthesciences')",eliminative materialism,philosophy of science and the sciences,3,0,phd
"('eliminativematerialism', 'philosophyofscienceandthesciences')",eliminative materialism,philosophy of science and the sciences,2,1,expert
"('artificialintelligence', 'inputunit')",input unit,artificial intelligence,2,0,phd
"('artificialintelligence', 'inputunit')",input unit,artificial intelligence,4,-1,expert
"('lebensphilosophie', 'philosophyofreligion')",lebensphilosophie,philosophy of religion,2,0,phd
"('lebensphilosophie', 'philosophyofreligion')",lebensphilosophie,philosophy of religion,4,1,expert
"('perception', 'platoonknowledgeinthetheaetetus')",plato on knowledge in the theaetetus,perception,0,-1,phd
"('perception', 'platoonknowledgeinthetheaetetus')",plato on knowledge in the theaetetus,perception,3,0,expert
"('cognitivescience', 'nativism')",nativism,cognitive science,4,0,phd
"('cognitivescience', 'nativism')",nativism,cognitive science,4,0,expert
"('cognitivescience', 'nativism')",nativism,cognitive science,4,-1,expert
"('conceptsofgod', 'philosophyofreligion')",concepts of god,philosophy of religion,4,0,phd
"('conceptsofgod', 'philosophyofreligion')",concepts of god,philosophy of religion,4,0,phd
"('conceptsofgod', 'philosophyofreligion')",concepts of god,philosophy of religion,4,0,phd
"('conceptsofgod', 'philosophyofreligion')",concepts of god,philosophy of religion,4,0,expert
"('conceptsofgod', 'philosophyofreligion')",concepts of god,philosophy of religion,4,0,expert
"('churchturingthesis', 'philosophyofcomputerscience')",philosophy of computer science,church-turing thesis,-1,-1,course_taker
"('churchturingthesis', 'philosophyofcomputerscience')",philosophy of computer science,church-turing thesis,4,0,phd
"('hylomorphism', 'metaphysics')",hylomorphism,metaphysics,4,0,phd
"('hylomorphism', 'metaphysics')",hylomorphism,metaphysics,4,0,expert
"('cognitivescience', 'symbolicprocessing')",symbolic processing,cognitive science,4,0,phd
"('cognitivescience', 'symbolicprocessing')",symbolic processing,cognitive science,3,0,phd
"('cognitivescience', 'symbolicprocessing')",symbolic processing,cognitive science,4,-1,expert
"('pacifism', 'philosophyofreligion')",pacifism,philosophy of religion,2,2,phd
"('pacifism', 'philosophyofreligion')",pacifism,philosophy of religion,1,0,phd
"('pacifism', 'philosophyofreligion')",pacifism,philosophy of religion,2,1,expert
"('epistemology', 'lawsofnature')",laws of nature,epistemology,1,3,phd
"('epistemology', 'lawsofnature')",laws of nature,epistemology,3,1,expert
"('philosophyofmind', 'probabilityandstatistics')",probability and statistics,philosophy of mind,0,-1,phd
"('philosophyofmind', 'probabilityandstatistics')",probability and statistics,philosophy of mind,1,-1,expert
"('philosophyofmind', 'probabilityandstatistics')",probability and statistics,philosophy of mind,0,-1,expert
"('philosophyofmind', 'probabilityandstatistics')",probability and statistics,philosophy of mind,2,1,expert
"('metaphysics', 'philosophyofperception')",philosophy of perception,metaphysics,3,0,phd
"('metaphysics', 'philosophyofperception')",philosophy of perception,metaphysics,1,3,expert
"('cognitivescience', 'modularity')",modularity,cognitive science,4,0,phd
"('cognitivescience', 'modularity')",modularity,cognitive science,4,-1,expert
"('matter', 'metaphysics')",matter,metaphysics,4,0,phd
"('matter', 'metaphysics')",matter,metaphysics,3,0,phd
"('matter', 'metaphysics')",matter,metaphysics,3,0,expert
"('matter', 'metaphysics')",matter,metaphysics,3,1,expert
"('artificialintelligence', 'cognitivescience')",artificial intelligence,cognitive science,4,1,course_taker
"('artificialintelligence', 'cognitivescience')",artificial intelligence,cognitive science,4,0,expert
"('artificialintelligence', 'cognitivescience')",artificial intelligence,cognitive science,4,-1,expert
"('artificialintelligence', 'cognitivescience')",artificial intelligence,cognitive science,4,-1,expert
"('cartesiandualism', 'dualism')",cartesian dualism,dualism,4,0,phd
"('cartesiandualism', 'dualism')",cartesian dualism,dualism,4,0,expert
"('definitionofmorality', 'philosophyofreligion')",definition of morality,philosophy of religion,2,0,phd
"('definitionofmorality', 'philosophyofreligion')",definition of morality,philosophy of religion,3,0,phd
"('definitionofmorality', 'philosophyofreligion')",definition of morality,philosophy of religion,2,0,phd
"('definitionofmorality', 'philosophyofreligion')",definition of morality,philosophy of religion,2,3,expert
"('definitionofmorality', 'philosophyofreligion')",definition of morality,philosophy of religion,4,0,expert
"('aesthetics', 'environmentalaesthetics')",environmental aesthetics,aesthetics,4,0,phd
"('aesthetics', 'environmentalaesthetics')",environmental aesthetics,aesthetics,4,0,expert
"('leibnizsphilosophyofmind', 'philosophyofmind')",leibniz's philosophy of mind,philosophy of mind,4,0,phd
"('leibnizsphilosophyofmind', 'philosophyofmind')",leibniz's philosophy of mind,philosophy of mind,4,0,phd
"('leibnizsphilosophyofmind', 'philosophyofmind')",leibniz's philosophy of mind,philosophy of mind,3,0,phd
"('leibnizsphilosophyofmind', 'philosophyofmind')",leibniz's philosophy of mind,philosophy of mind,2,-1,expert
"('leibnizsphilosophyofmind', 'philosophyofmind')",leibniz's philosophy of mind,philosophy of mind,3,0,expert
"('leibnizsphilosophyofmind', 'philosophyofmind')",leibniz's philosophy of mind,philosophy of mind,2,-1,expert
"('leibnizsphilosophyofmind', 'philosophyofmind')",leibniz's philosophy of mind,philosophy of mind,0,-1,expert
"('descartesmodalmetaphysics', 'metaphysics')",descartes' modal metaphysics,metaphysics,4,0,phd
"('descartesmodalmetaphysics', 'metaphysics')",descartes' modal metaphysics,metaphysics,4,0,expert
"('logic', 'philosophyoflanguage')",logic,philosophy of language,4,2,course_taker
"('logic', 'philosophyoflanguage')",logic,philosophy of language,3,3,phd
"('logic', 'philosophyoflanguage')",logic,philosophy of language,2,2,phd
"('logic', 'philosophyoflanguage')",logic,philosophy of language,2,2,phd
"('atomism', 'philosophyofchemistry')",atomism,philosophy of chemistry,4,0,phd
"('atomism', 'philosophyofchemistry')",atomism,philosophy of chemistry,3,3,expert
"('philosophyofbiology', 'philosophyofscience')",philosophy of biology,philosophy of science,4,0,phd
"('philosophyofbiology', 'philosophyofscience')",philosophy of biology,philosophy of science,4,1,phd
"('philosophyofbiology', 'philosophyofscience')",philosophy of biology,philosophy of science,4,3,expert
"('molecularbiology', 'philosophyofscienceandthesciences')",molecular biology,philosophy of science and the sciences,3,-1,phd
"('molecularbiology', 'philosophyofscienceandthesciences')",molecular biology,philosophy of science and the sciences,2,3,phd
"('molecularbiology', 'philosophyofscienceandthesciences')",molecular biology,philosophy of science and the sciences,3,0,phd
"('molecularbiology', 'philosophyofscienceandthesciences')",molecular biology,philosophy of science and the sciences,4,0,phd
"('molecularbiology', 'philosophyofscienceandthesciences')",molecular biology,philosophy of science and the sciences,-1,-1,expert
"('epistemology', 'induction')",induction,epistemology,3,3,phd
"('epistemology', 'induction')",induction,epistemology,4,0,expert
"('causeandeffect', 'metaphysics')",cause and effect,metaphysics,4,0,phd
"('causeandeffect', 'metaphysics')",cause and effect,metaphysics,3,3,expert
"('metaphysics', 'metaphysicsofmind')",metaphysics,metaphysics of mind,3,1,phd
"('metaphysics', 'metaphysicsofmind')",metaphysics,metaphysics of mind,4,2,phd
"('metaphysics', 'metaphysicsofmind')",metaphysics,metaphysics of mind,4,0,phd
"('metaphysics', 'metaphysicsofmind')",metaphysics,metaphysics of mind,4,0,expert
"('contextualism', 'epistemology')",contextualism,epistemology,4,-1,phd
"('contextualism', 'epistemology')",contextualism,epistemology,4,0,phd
"('contextualism', 'epistemology')",contextualism,epistemology,4,0,phd
"('contextualism', 'epistemology')",contextualism,epistemology,4,0,expert
"('18thcenturybritishaesthetics', 'philosophyofmind')",18th century british aesthetics,philosophy of mind,1,0,phd
"('18thcenturybritishaesthetics', 'philosophyofmind')",18th century british aesthetics,philosophy of mind,0,-1,phd
"('18thcenturybritishaesthetics', 'philosophyofmind')",18th century british aesthetics,philosophy of mind,1,-1,expert
"('18thcenturybritishaesthetics', 'philosophyofmind')",18th century british aesthetics,philosophy of mind,0,-1,expert
"('18thcenturybritishaesthetics', 'philosophyofmind')",18th century british aesthetics,philosophy of mind,0,-1,expert
"('18thcenturybritishaesthetics', 'philosophyofmind')",18th century british aesthetics,philosophy of mind,0,-1,expert
"('metaphysics', 'propernames')",proper names,metaphysics,4,0,phd
"('metaphysics', 'propernames')",proper names,metaphysics,1,0,expert
"('panpsychism', 'philosophyofmind')",panpsychism,philosophy of mind,3,0,phd
"('panpsychism', 'philosophyofmind')",panpsychism,philosophy of mind,4,0,phd
"('panpsychism', 'philosophyofmind')",panpsychism,philosophy of mind,4,0,phd
"('panpsychism', 'philosophyofmind')",panpsychism,philosophy of mind,3,-1,expert
"('panpsychism', 'philosophyofmind')",panpsychism,philosophy of mind,4,0,expert
"('panpsychism', 'philosophyofmind')",panpsychism,philosophy of mind,3,0,expert
"('panpsychism', 'philosophyofmind')",panpsychism,philosophy of mind,0,-1,expert
"('panpsychism', 'philosophyofmind')",panpsychism,philosophy of mind,4,0,expert
