key,ideaA,ideaB,humanRelatedness,humanGenerality
"('epistemologicalproblemsoftestimony', 'perception')",epistemological problems of testimony,perception,3,0
"('introspection', 'perception')",introspection,perception,4,2
"('18thcenturybritishaesthetics', 'perception')",18th century british aesthetics,perception,2,0
"('matter', 'perception')",matter,perception,3,2
"('consciousness', 'perception')",consciousness,perception,4,2
"('imagery', 'perception')",imagery,perception,4,2
"('descartesandthepinealgland', 'perception')",descartes and the pineal gland,perception,3,0
"('nonconceptualcontent', 'perception')",non-conceptual content,perception,4,0
"('externalism', 'perception')",externalism,perception,3,3
"('folkpsychology', 'perception')",folk psychology,perception,3,3
"('cognitivescience', 'perception')",cognitive science,perception,4,2
"('aposterioriknowledge', 'perception')",a posteriori knowledge,perception,4,2
"('currentphilosophy', 'perception')",current philosophy,perception,4,1
"('perception', 'reliabilism')",reliabilism,perception,3,0
"('mentalrepresentation', 'perception')",mental representation,perception,4,0
"('cartesiandualism', 'perception')",cartesian dualism,perception,3,3
"('perception', 'philosophyofphysics')",philosophy of physics,perception,1,1
"('animalcognition', 'perception')",animal cognition,perception,3,1
"('hylomorphism', 'perception')",hylomorphism,perception,0,-1
"('aristotleonnoncontradiction', 'perception')",aristotle on non-contradiction,perception,0,-1
"('intentionality', 'perception')",intentionality,perception,3,2
"('perception', 'unityofconsciousness')",unity of consciousness,perception,3,0
"('body', 'perception')",body,perception,3,2
"('perception', 'representationalism')",representationalism,perception,4,0
"('gettierproblem', 'perception')",gettier problem,perception,2,3
"('internalismandexternalism', 'perception')",internalism and externalism,perception,3,1
"('dialecticalmaterialism', 'perception')",dialectical materialism,perception,0,-1
"('logos', 'perception')",logos,perception,1,3
"('perception', 'qualia')",qualia,perception,4,2
"('perception', 'propositionalattitude')",propositional attitude,perception,4,0
"('justifiedtruebelief', 'perception')",justified true belief,perception,2,3
"('absoluteknowledge', 'perception')",absolute knowledge,perception,0,-1
"('modernphilosophy', 'perception')",modern philosophy,perception,4,1
"('perception', 'perspectivism')",perspectivism,perception,2,0
"('cognitivevalueofart', 'perception')",cognitive value of art,perception,2,0
"('hardproblem', 'perception')",hard problem,perception,3,0
"('artisticrepresentation', 'perception')",artistic representation,perception,3,0
"('consciousnessandscience', 'perception')",consciousness and science,perception,3,2
"('hegelianism', 'perception')",hegelianism,perception,0,-1
"('koreanphilosophy', 'perception')",korean philosophy,perception,1,3
"('computationandrepresentation', 'perception')",computation and representation,perception,2,2
"('causaltheoriesofmentalcontent', 'perception')",causal theories of mental content,perception,4,2
"('perception', 'processphilosophy')",process philosophy,perception,0,-1
"('perception', 'philosophyofperception')",philosophy of perception,perception,4,2
"('neuralcorrelates', 'perception')",neural correlates,perception,3,0
"('computationallinguistics', 'perception')",computational linguistics,perception,0,-1
"('pakistaniphilosophy', 'perception')",pakistani philosophy,perception,0,-1
"('connectionistmodel', 'perception')",connectionist model,perception,2,0
"('perception', 'teleosemantics')",teleosemantics,perception,2,2
"('expressionism', 'perception')",expressionism,perception,0,-1
"('abstractexpressionism', 'perception')",abstract expressionism,perception,0,-1
"('measurementinquantumtheory', 'perception')",measurement in quantum theory,perception,1,0
"('existence', 'perception')",existence,perception,2,2
"('autism', 'perception')",autism,perception,1,3
"('identitytheoryofmind', 'perception')",identity theory of mind,perception,3,2
"('perception', 'surrealism')",surrealism,perception,2,0
"('dadaism', 'perception')",dadaism,perception,0,-1
"('perception', 'philosophyofpsychology')",philosophy of psychology,perception,4,1
"('perception', 'psychologicaltheory')",psychological theory,perception,4,1
"('magnetism', 'perception')",magnetism,perception,0,-1
"('causeandeffect', 'perception')",cause and effect,perception,2,2
"('perception', 'psychologicalrelation')",psychological relation,perception,4,1
"('concepts', 'perception')",concepts,perception,4,2
"('consciousnessandphysics', 'freewill')",free will,consciousness and physics,2,1
"('consciousnessandneuroscience', 'quantumapproachestoconsciousness')",quantum approaches to consciousness,consciousness and neuroscience,2,0
"('consciousnessandneuroscience', 'reductivematerialism')",reductive materialism,consciousness and neuroscience,4,1
"('aspectsofconsciousness', 'selfconsciousness')",self-consciousness,aspects of consciousness,4,0
"('aspectsofconsciousness', 'unityofconsciousness')",unity of consciousness,aspects of consciousness,4,0
"('aspectsofconsciousness', 'functionofconsciousness')",function of consciousness,aspects of consciousness,4,0
"('aspectsofconsciousness', 'higherordertheoriesofconsciousness')",higher-order theories of consciousness,aspects of consciousness,3,3
"('afterlife', 'heavenandhell')",heaven and hell,afterlife,4,0
"('afterlife', 'meaningoflife')",meaning of life,afterlife,3,2
"('afterlife', 'eternityoftheworld')",eternity of the world,afterlife,2,2
"('africansagephilosophy', 'afterlife')",african sage philosophy,afterlife,2,3
"('afterlife', 'incompatibilism')",incompatibilism,afterlife,2,3
"('chinesephilosophy', 'chineseroomargument')",chinese room argument,chinese philosophy,0,-1
"('chinesephilosophy', 'chinesewesterncomparativephilosophy')",chinese-western comparative philosophy,chinese philosophy,4,1
"('japaneseconfucianphilosophy', 'japanesephilosophy')",japanese confucian philosophy,japanese philosophy,4,0
"('dynamism', 'japanesephilosophy')",dynamism,japanese philosophy,-1,-1
"('socialandpoliticalphilosophy', 'socialphilosophy')",social philosophy,social and political philosophy,4,1
"('hobbessmoralandpoliticalphilosophy', 'socialandpoliticalphilosophy')",hobbes's moral and political philosophy,social and political philosophy,4,0
"('medievalpoliticalphilosophy', 'socialandpoliticalphilosophy')",medieval political philosophy,social and political philosophy,4,0
"('causation', 'metaphysicsofcausation')",metaphysics of causation,causation,4,0
"('causation', 'counterfactualtheoriesofcausation')",counterfactual theories of causation,causation,4,0
"('causation', 'probabilisticcausation')",probabilistic causation,causation,4,0
"('causation', 'leibnizoncausation')",leibniz on causation,causation,4,0
"('backwardcausation', 'causation')",backward causation,causation,4,0
"('causation', 'causationandmanipulability')",causation and manipulability,causation,4,0
"('causation', 'mentalcausation')",mental causation,causation,4,0
"('causalprocesses', 'causation')",causal processes,causation,4,0
"('causation', 'incompatibilisttheoriesoffreewill')",incompatibilist theories of free will,causation,4,0
"('causation', 'explanation')",explanation,causation,4,2
"('chinesephilosophy', 'zenbuddhism')",zen buddhism,chinese philosophy,4,3
"('buddhistphilosophy', 'chinesephilosophy')",buddhist philosophy,chinese philosophy,4,3
"('cartesiandualism', 'philosophyofmind')",cartesian dualism,philosophy of mind,4,0
"('internalismandexternalism', 'philosophyofmind')",internalism and externalism,philosophy of mind,4,0
"('internalismandexternalism', 'philosophyofmind')",internalism and externalism,philosophy of mind,4,0
"('modularityofmind', 'philosophyofmind')",modularity of mind,philosophy of mind,3,0
"('20thcenturycontinentalphilosophy', 'philosophyofmind')",20th century continental philosophy,philosophy of mind,2,3
"('philosophyofmind', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mind,3,3
"('dualism', 'philosophyofmind')",dualism,philosophy of mind,4,1
"('externalism', 'philosophyofmind')",externalism,philosophy of mind,4,0
"('originofaesthetic', 'philosophyofmind')",origin of aesthetic,philosophy of mind,0,-1
"('malebranchestheoryofideasandvisioningod', 'philosophyofmind')",malebranche's theory of ideas and vision in god,philosophy of mind,2,3
"('kantsviewofthemindandconsciousnessofself', 'philosophyofmind')",kant's view of the mind and consciousness of self,philosophy of mind,4,0
"('perception', 'philosophyofmind')",perception,philosophy of mind,4,0
"('functionalism', 'philosophyofmind')",functionalism,philosophy of mind,4,1
"('abstractobject', 'philosophyofmind')",abstract object,philosophy of mind,2,3
"('philosophyofcomputerscience', 'philosophyofmind')",philosophy of computer science,philosophy of mind,2,2
"('induction', 'philosophyofmind')",induction,philosophy of mind,0,3
"('occasionalism', 'philosophyofmind')",occasionalism,philosophy of mind,2,0
"('philosophyofmind', 'thetheorytheory')",the theory theory,philosophy of mind,3,0
"('aspectsofmind', 'philosophyofmind')",aspects of mind,philosophy of mind,3,0
"('change', 'philosophyofmind')",change,philosophy of mind,0,-1
"('philosophyofmind', 'propernames')",proper names,philosophy of mind,1,3
"('foreknowledgeandfreewill', 'freewill')",foreknowledge and free will,free will,4,-1
"('divineprovidence', 'freewill')",divine providence,free will,4,-1
"('causaldeterminism', 'freewill')",causal determinism,free will,4,-1
"('freewill', 'problemofevil')",problem of evil,free will,4,-1
"('faith', 'freewill')",faith,free will,0,-1
"('freewill', 'moralresponsibility')",moral responsibility,free will,4,-1
"('fatalism', 'freewill')",fatalism,free will,4,-1
"('determinism', 'freewill')",determinism,free will,4,-1
"('freewill', 'moralluck')",moral luck,free will,4,-1
"('freewill', 'perfectgoodness')",perfect goodness,free will,0,-1
"('freewill', 'hypnotism')",hypnotism,free will,2,-1
"('freewill', 'omniscience')",omniscience,free will,3,-1
"('divinelaw', 'freewill')",divine law,free will,-1,-1
"('freewill', 'lutheranism')",lutheranism,free will,-1,-1
"('freewill', 'vitalism')",vitalism,free will,1,-1
"('freewill', 'processtheism')",process theism,free will,0,-1
"('freewill', 'futurecontingents')",future contingents,free will,2,-1
"('freewill', 'omnipotence')",omnipotence,free will,1,-1
"('freewill', 'paganism')",paganism,free will,-1,-1
"('aposterioriknowledge', 'freewill')",a posteriori knowledge,free will,2,-1
"('causationandoccasionalism', 'freewill')",causation and occasionalism,free will,4,-1
"('freewill', 'neuralcorrelates')",neural correlates,free will,3,-1
"('argumentsfortheexistenceofgod', 'freewill')",arguments for the existence of god,free will,0,-1
"('eternityandtime', 'freewill')",eternity and time,free will,3,-1
"('animalconsciousness', 'consciousness')",animal consciousness,consciousness,4,-1
"('consciousness', 'phenomenalconsciousness')",phenomenal consciousness,consciousness,4,-1
"('consciousness', 'kantsviewofthemindandconsciousnessofself')",kant's view of the mind and consciousness of self,consciousness,4,-1
"('consciousness', 'consciousnessandcontent')",consciousness and content,consciousness,4,-1
"('consciousness', 'higherordertheoriesofconsciousness')",higher-order theories of consciousness,consciousness,4,-1
"('consciousness', 'phenomenologicalapproachestoselfconsciousness')",phenomenological approaches to self-consciousness,consciousness,4,-1
"('consciousness', 'self')",self,consciousness,4,-1
"('consciousness', 'zombies')",zombies,consciousness,4,-1
"('consciousness', 'consciousnessandpsychology')",consciousness and psychology,consciousness,4,-1
"('consciousness', 'functionofconsciousness')",function of consciousness,consciousness,4,-1
"('consciousness', 'qualia')",qualia,consciousness,4,-1
"('consciousness', 'selfconsciousness')",self-consciousness,consciousness,4,-1
"('distributiveandeconomicjustice', 'distributivejustice')",distributive justice,distributive and economic justice,4,-1
"('distributiveandeconomicjustice', 'economicjustice')",economic justice,distributive and economic justice,4,-1
"('distributiveandeconomicjustice', 'internationaljustice')",international justice,distributive and economic justice,4,-1
"('distributiveandeconomicjustice', 'economicsandeconomicjustice')",economics and economic justice,distributive and economic justice,4,-1
"('distributiveandeconomicjustice', 'egalitarianism')",egalitarianism,distributive and economic justice,4,-1
