key,ideaA,ideaB,humanRelatedness,humanGenerality
"('feministphilosophy', 'feministphilosophyofreligion')",feminist philosophy of religion,feminist philosophy,4,0
"('feministperspectivesonsexmarkets', 'feministphilosophy')",feminist perspectives on sex markets,feminist philosophy,4,0
"('feministphilosophy', 'pragmatistfeminism')",pragmatist feminism,feminist philosophy,4,0
"('feministphilosophy', 'feministphilosophyoflanguage')",feminist philosophy of language,feminist philosophy,4,0
"('continentalfeminism', 'feministphilosophy')",continental feminism,feminist philosophy,4,0
"('feministperspectivesonreproductionandthefamily', 'feministphilosophy')",feminist perspectives on reproduction and the family,feminist philosophy,4,0
"('feministphilosophy', 'pornographyandcensorship')",pornography and censorship,feminist philosophy,3,0
"('feministethics', 'feministphilosophy')",feminist ethics,feminist philosophy,4,0
"('feministperspectivesonclassandwork', 'feministphilosophy')",feminist perspectives on class and work,feminist philosophy,4,0
"('analyticphilosophy', 'feministphilosophy')",analytic philosophy,feminist philosophy,2,1
"('bioethics', 'feministbioethics')",feminist bioethics,bioethics,4,0
"('bioethics', 'personalidentityandethics')",personal identity and ethics,bioethics,2,0
"('bioethics', 'businessethics')",business ethics,bioethics,1,0
"('bioethics', 'feministphilosophy')",feminist philosophy,bioethics,1,0
"('bioethics', 'socialphilosophy')",social philosophy,bioethics,2,1
"('ethicsandinformationtechnology', 'phenomenologicalapproachestoethicsandinformationtechnology')",phenomenological approaches to ethics and information technology,ethics and information technology,4,0
"('computerethics', 'ethicsandinformationtechnology')",computer ethics,ethics and information technology,4,0
"('ethicsandinformationtechnology', 'privacy')",privacy,ethics and information technology,3,0
"('ethicsandinformationtechnology', 'socialphilosophy')",social philosophy,ethics and information technology,3,1
"('inherence', 'propertyandownership')",inherence,property and ownership,4,0
"('intrinsicvsextrinsicproperties', 'propertyandownership')",intrinsic vs. extrinsic properties,property and ownership,4,0
"('propertyandownership', 'propertydualism')",property dualism,property and ownership,4,0
"('nonexistentobjects', 'propertyandownership')",nonexistent objects,property and ownership,2,0
"('essentialversusaccidentalproperties', 'propertyandownership')",essential versus accidental properties,property and ownership,4,0
"('propertyandownership', 'wyclifspoliticalphilosophy')",wyclif's political philosophy,property and ownership,0,-1
"('mentalcausation', 'propertyandownership')",mental causation,property and ownership,2,0
"('moralnonnaturalism', 'propertyandownership')",moral non-naturalism,property and ownership,2,0
"('actualism', 'propertyandownership')",actualism,property and ownership,2,0
"('platosmiddleperiodmetaphysicsandepistemology', 'propertyandownership')",plato's middle period metaphysics and epistemology,property and ownership,2,0
"('propertyandownership', 'time')",time,property and ownership,1,2
"('platonisminmetaphysics', 'propertyandownership')",platonism in metaphysics,property and ownership,2,0
"('identitythroughtime', 'propertyandownership')",identity through time,property and ownership,2,0
"('propertyandownership', 'supervenience')",supervenience,property and ownership,4,0
"('divinesimplicity', 'propertyandownership')",divine simplicity,property and ownership,2,0
"('propertyandownership', 'representationaltheoriesofconsciousness')",representational theories of consciousness,property and ownership,0,-1
"('propertyandownership', 'rights')",rights,property and ownership,0,-1
"('propertyandownership', 'statesofaffairs')",states of affairs,property and ownership,0,-1
"('propertyandownership', 'structuredpropositions')",structured propositions,property and ownership,0,-1
"('ontologicalargument', 'propertyandownership')",ontological argument,property and ownership,0,-1
"('existence', 'propertyandownership')",existence,property and ownership,1,1
"('change', 'immutability')",immutability,change,4,0
"('aristotlesphilosophyofnature', 'change')",aristotle's philosophy of nature,change,2,0
"('change', 'temporalparts')",temporal parts,change,2,0
"('change', 'leibnizoncausation')",leibniz on causation,change,3,0
"('change', 'redistribution')",redistribution,change,0,0
"('absoluteandrelationaltheoriesofspaceandmotion', 'change')",absolute and relational theories of space and motion,change,2,0
"('change', 'darwinism')",darwinism,change,2,0
"('change', 'naturalselection')",natural selection,change,2,0
"('change', 'preferences')",preferences,change,0,-1
"('change', 'time')",time,change,2,2
"('change', 'logicandlanguage')",logic and language,change,0,-1
"('change', 'gene')",gene,change,0,-1
"('change', 'classicalphysics')",classical physics,change,2,0
"('change', 'probabilityandstatistics')",probability and statistics,change,0,-1
"('change', 'probability')",probability,change,0,-1
"('change', 'logicandartificialintelligence')",logic and artificial intelligence,change,0,-1
"('change', 'evolution')",evolution,change,1,0
"('change', 'identitythroughtime')",identity through time,change,3,0
"('argument', 'change')",argument,change,0,-1
"('beingandbecominginmodernphysics', 'change')",being and becoming in modern physics,change,4,-1
"('medievaltheoriesofrelations', 'relations')",medieval theories of relations,relations,3,0
"('relations', 'russellslogicalatomism')",russell's logical atomism,relations,3,0
"('absoluteandrelationaltheoriesofspaceandmotion', 'relations')",absolute and relational theories of space and motion,relations,3,-1
"('relations', 'relativeidentity')",relative identity,relations,3,0
"('emergentproperties', 'propertyandownership')",emergent properties,property and ownership,4,0
"('change', 'continuant')",continuant,change,4,0
"('essenceandexistence', 'existence')",essence and existence,existence,4,0
"('existence', 'ontologicaldependence')",ontological dependence,existence,4,0
"('cosmologicalargument', 'existence')",cosmological argument,existence,4,0
"('existence', 'ontologicalargument')",ontological argument,existence,4,0
"('cosmologyandtheology', 'existence')",cosmology and theology,existence,3,0
"('argumentsfortheexistenceofgod', 'existence')",arguments for the existence of god,existence,4,0
"('existence', 'nonexistentobjects')",nonexistent objects,existence,4,0
"('concreteobject', 'existence')",concrete object,existence,2,0
"('argument', 'existence')",argument,existence,0,-1
"('existence', 'processtheism')",process theism,existence,0,-1
"('existence', 'problemofevil')",problem of evil,existence,2,-1
"('existence', 'monotheism')",monotheism,existence,1,0
"('existence', 'existentialism')",existentialism,existence,0,-1
"('existence', 'possibleworlds')",possible worlds,existence,3,0
"('existence', 'singularitiesandblackholesinrelativisticspacetimes')",singularities and black holes in relativistic spacetimes,existence,1,0
"('existence', 'moralargumentsfortheexistenceofgod')",moral arguments for the existence of god,existence,4,0
"('existence', 'possibleobject')",possible object,existence,2,0
"('existence', 'humeonreligion')",hume on religion,existence,1,0
"('existence', 'time')",time,existence,1,2
"('existence', 'substance')",substance,existence,1,0
"('existence', 'philosophyofspaceandtime')",philosophy of space and time,existence,1,1
"('divinesimplicity', 'existence')",divine simplicity,existence,2,0
"('existence', 'universals')",universals,existence,2,2
"('argumentsfortheexistenceofgod', 'kantsphilosophyofreligion')",kant's philosophy of religion,arguments for the existence of god,4,0
"('argumentsfortheexistenceofgod', 'cosmologicalargumentsfortheexistenceofgod')",cosmological arguments for the existence of god,arguments for the existence of god,4,0
"('argumentsfortheexistenceofgod', 'cosmologicalargument')",cosmological argument,arguments for the existence of god,4,0
"('argumentsfortheexistenceofgod', 'processtheism')",process theism,arguments for the existence of god,3,0
"('argumentsfortheexistenceofgod', 'moralargumentsfortheexistenceofgod')",moral arguments for the existence of god,arguments for the existence of god,4,0
"('argumentsfortheexistenceofgod', 'kantsphilosophyofscience')",kant's philosophy of science,arguments for the existence of god,0,-1
"('argumentsfortheexistenceofgod', 'ontologicalargument')",ontological argument,arguments for the existence of god,4,0
"('argumentsfortheexistenceofgod', 'cosmologyandtheology')",cosmology and theology,arguments for the existence of god,4,0
"('argumentsfortheexistenceofgod', 'conceptsofgod')",concepts of god,arguments for the existence of god,3,0
"('argumentsfortheexistenceofgod', 'existence')",existence,arguments for the existence of god,4,1
"('argumentsfortheexistenceofgod', 'romancatholicism')",roman catholicism,arguments for the existence of god,2,0
"('argumentsfortheexistenceofgod', 'perfectgoodness')",perfect goodness,arguments for the existence of god,3,0
"('argumentsfortheexistenceofgod', 'miracles')",miracles,arguments for the existence of god,2,0
"('argumentsfortheexistenceofgod', 'problemofevil')",problem of evil,arguments for the existence of god,3,0
"('argumentsfortheexistenceofgod', 'religionandmorality')",religion and morality,arguments for the existence of god,2,-1
"('argument', 'argumentsfortheexistenceofgod')",argument,arguments for the existence of god,0,-1
"('personalidentity', 'personalidentityandethics')",personal identity and ethics,personal identity,2,0
"('identitythroughtime', 'personalidentity')",identity through time,personal identity,4,0
"('identityovertime', 'personalidentity')",identity over time,personal identity,4,0
"('personalidentity', 'unityofconsciousness')",unity of consciousness,personal identity,2,0
"('personalidentity', 'psychologicalrelation')",psychological relation,personal identity,2,0
"('personalidentity', 'relativeidentity')",relative identity,personal identity,2,0
"('identity', 'personalidentity')",identity,personal identity,4,1
"('correspondencetheoryoftruth', 'facts')",correspondence theory of truth,facts,3,0
"('facts', 'moralrealism')",moral realism,facts,3,0
"('empiricalapproachestomoralpsychology', 'philosophyofpsychology')",empirical approaches to moral psychology,philosophy of psychology,4,0
"('evolutionarypsychology', 'philosophyofpsychology')",evolutionary psychology,philosophy of psychology,4,0
"('computationaltheoryofmind', 'philosophyofmind')",computational theory of mind,philosophy of mind,4,0
"('folkpsychologyasatheory', 'philosophyofmind')",folk psychology as a theory,philosophy of mind,4,0
"('foreknowledgeandfreewill', 'freewill')",foreknowledge and free will,free will,4,0
"('freewill', 'incompatibilisttheoriesoffreewill')",incompatibilist theories of free will,free will,4,0
"('identity', 'personalidentity')",identity,personal identity,4,1
"('compositionality', 'compositionalityandlogicalform')",compositionality,compositionality and logical form,4,0
"('compositionalityandlogicalform', 'logicalform')",logical form,compositionality and logical form,4,0
"('philosophyofscience', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of science,4,1
"('philosophyofscience', 'unityofscience')",unity of science,philosophy of science,4,0
"('pacifism', 'warandpacifism')",pacifism,war and pacifism,4,0
"('war', 'warandpacifism')",war,war and pacifism,4,0
"('actionatadistanceinquantummechanics', 'quantummechanics')",action at a distance in quantum mechanics,quantum mechanics,4,0
"('compositionalityandlogicalform', 'logicalform')",compositionality and logical form,logical form,4,1
"('aestheticsandphilosophyofart', 'artificialintelligence')",aesthetics and philosophy of art,artificial intelligence,0,-1
"('artificialintelligence', 'inputunit')",input unit,artificial intelligence,2,0
"('activationvalue', 'artificialintelligence')",activation value,artificial intelligence,1,0
"('artificialintelligence', 'modernhistoryofcomputing')",modern history of computing,artificial intelligence,2,3
"('fuzzylogic', 'logic')",fuzzy logic,logic,4,0
"('classicallogic', 'logic')",classical logic,logic,4,0
"('logic', 'manyvaluedlogic')",many-valued logic,logic,4,0
"('logic', 'substructurallogic')",substructural logic,logic,4,0
"('logic', 'relevancelogic')",relevance logic,logic,4,0
"('logic', 'logicandontology')",logic and ontology,logic,4,3
"('logic', 'paraconsistentlogic')",paraconsistent logic,logic,4,0
"('defeasiblereasoning', 'logic')",defeasible reasoning,logic,4,3
"('logic', 'philosophyoflanguage')",philosophy of language,logic,3,3
"('logic', 'philosophicallogic')",philosophical logic,logic,4,0
"('logic', 'nonclassicallogic')",non-classical logic,logic,4,0
"('dynamiclogic', 'logic')",dynamic logic,logic,4,0
"('logic', 'mathematicallogic')",mathematical logic,logic,4,0
"('logic', 'philosophyofmathematics')",philosophy of mathematics,logic,4,3
"('logic', 'logicandcomputation')",logic and computation,logic,4,3
"('intensionaltransitiveverbs', 'propositionalattitude')",intensional transitive verbs,propositional attitude,4,0
"('historyoflogic', 'medievaltheoriesofthesyllogism')",medieval theories of the syllogism,history of logic,4,0
"('historyoflogic', 'informallogic')",informal logic,history of logic,2,0
"('ancientlogic', 'historyoflogic')",ancient logic,history of logic,4,0
"('historyoflogic', 'logicandgames')",logic and games,history of logic,1,0
"('historyoflogic', 'hypotheticalsyllogism')",hypothetical syllogism,history of logic,2,0
