key,ideaA,ideaB,persona,system_prompt,user_prompt,metadata
"('symmetryandinvariance', 'symmetryandsymmetrybreaking')",symmetry and symmetry breaking,symmetry and invariance,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.738866+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'socialandpoliticalphilosophy')",social and political philosophy,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.738919+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'socialandpoliticalphilosophy')",social and political philosophy,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.738949+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('ideas', 'metaphysics')",ideas,metaphysics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.739002+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('ideas', 'metaphysics')",ideas,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.739031+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('matter', 'perception')",matter,perception,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.739082+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('matter', 'perception')",matter,perception,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.739112+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('20thcenturycontinentalphilosophy', 'philosophyofmind')",20th century continental philosophy,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.739164+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('20thcenturycontinentalphilosophy', 'philosophyofmind')",20th century continental philosophy,philosophy of mind,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.739194+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'philosophyofmathematics')",philosophy of mathematics,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.739247+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'philosophyofmathematics')",philosophy of mathematics,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.739278+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('churchturingthesis', 'turingmachine')",church-turing thesis,turing machine,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.739330+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('churchturingthesis', 'turingmachine')",church-turing thesis,turing machine,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.739360+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('cognitivevalueofart', 'perception')",cognitive value of art,perception,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.739412+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('cognitivevalueofart', 'perception')",cognitive value of art,perception,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.739442+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('kantscritiqueofmetaphysics', 'metaphysics')",kant's critique of metaphysics,metaphysics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.739495+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('kantscritiqueofmetaphysics', 'metaphysics')",kant's critique of metaphysics,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.739525+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('koreanphilosophy', 'philosophyofmind')",korean philosophy,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.739577+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('koreanphilosophy', 'philosophyofmind')",korean philosophy,philosophy of mind,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.739607+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('artificialintelligence', 'churchturingthesis')",church-turing thesis,artificial intelligence,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.739660+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('artificialintelligence', 'churchturingthesis')",church-turing thesis,artificial intelligence,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.739690+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('nonconceptualmentalcontent', 'perception')",nonconceptual mental content,perception,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.739743+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('nonconceptualmentalcontent', 'perception')",nonconceptual mental content,perception,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.739800+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('cognitivescience', 'eliminativematerialism')",eliminative materialism,cognitive science,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.739853+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('cognitivescience', 'eliminativematerialism')",eliminative materialism,cognitive science,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.739883+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemologyofscience', 'metaphysics')",epistemology of science,metaphysics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.739936+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemologyofscience', 'metaphysics')",epistemology of science,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.739966+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('medievalproblemofuniversals', 'philosophyofmind')",medieval problem of universals,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.740018+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('medievalproblemofuniversals', 'philosophyofmind')",medieval problem of universals,philosophy of mind,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.740049+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('bellstheorem', 'quantummechanics')",bell's theorem,quantum mechanics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.740102+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('bellstheorem', 'quantummechanics')",bell's theorem,quantum mechanics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.740131+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('africanandafricanamericanphilosophy', 'akanphilosophyoftheperson')",akan philosophy of the person,african and african-american philosophy,course_taker,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.740185+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('africanandafricanamericanphilosophy', 'akanphilosophyoftheperson')",akan philosophy of the person,african and african-american philosophy,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.740217+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'theoryofforms')",theory of forms,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.740270+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'theoryofforms')",theory of forms,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.740300+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofscienceandthesciences', 'socialdimensionsofscientificknowledge')",social dimensions of scientific knowledge,philosophy of science and the sciences,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.740353+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofscienceandthesciences', 'socialdimensionsofscientificknowledge')",social dimensions of scientific knowledge,philosophy of science and the sciences,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.740385+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('chinesephilosophy', 'chineseroomargument')",chinese room argument,chinese philosophy,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.740438+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('chinesephilosophy', 'chineseroomargument')",chinese room argument,chinese philosophy,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.740468+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('inherence', 'metaphysics')",inherence,metaphysics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.740521+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('inherence', 'metaphysics')",inherence,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.740550+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('cosmologicalargumentsfortheexistenceofgod', 'philosophyofreligion')",cosmological arguments for the existence of god,philosophy of religion,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.740603+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('cosmologicalargumentsfortheexistenceofgod', 'philosophyofreligion')",cosmological arguments for the existence of god,philosophy of religion,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.740634+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('logic', 'philosophiesoftheparticularsciences')",philosophies of the particular sciences,logic,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.740688+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('logic', 'philosophiesoftheparticularsciences')",philosophies of the particular sciences,logic,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.740718+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('analyticfeminism', 'epistemology')",analytic feminism,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.740771+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('analyticfeminism', 'epistemology')",analytic feminism,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.740801+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('cognitivescience', 'perception')",cognitive science,perception,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.740853+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('cognitivescience', 'perception')",cognitive science,perception,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.740883+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('confirmationandinduction', 'metaphysics')",confirmation and induction,metaphysics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.740937+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('confirmationandinduction', 'metaphysics')",confirmation and induction,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.740967+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('malebranchestheoryofideasandvisioningod', 'philosophyofmind')",malebranche's theory of ideas and vision in god,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.741020+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('malebranchestheoryofideasandvisioningod', 'philosophyofmind')",malebranche's theory of ideas and vision in god,philosophy of mind,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.741051+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofphysics', 'quantummechanics')",quantum mechanics,philosophy of physics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.741104+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofphysics', 'quantummechanics')",quantum mechanics,philosophy of physics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.741167+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('relativism', 'truth')",relativism,truth,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.741219+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('relativism', 'truth')",relativism,truth,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.741249+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofreligion', 'theism')",theism,philosophy of religion,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.741301+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofreligion', 'theism')",theism,philosophy of religion,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.741330+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('fregestheoremandfoundationsforarithmetic', 'philosophyoflaw')",frege's theorem and foundations for arithmetic,philosophy of law,course_taker,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.741385+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('fregestheoremandfoundationsforarithmetic', 'philosophyoflaw')",frege's theorem and foundations for arithmetic,philosophy of law,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.741417+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('futurecontingents', 'historyoflogic')",future contingents,history of logic,novice,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.741470+00:00"", ""prompt_version"": ""v1"", ""persona"": ""novice""}"
"('futurecontingents', 'historyoflogic')",future contingents,history of logic,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.741500+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('nonconceptualcontent', 'perception')",non-conceptual content,perception,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.741553+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('nonconceptualcontent', 'perception')",non-conceptual content,perception,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.741583+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('foundationalisttheoriesofepistemicjustification', 'justification')",foundationalist theories of epistemic justification,justification,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.741644+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('foundationalisttheoriesofepistemicjustification', 'justification')",foundationalist theories of epistemic justification,justification,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.741675+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofmind', 'selfconsciousness')",self-consciousness,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.741728+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofmind', 'selfconsciousness')",self-consciousness,philosophy of mind,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.741758+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
